Fighter,Wins,WinsByKO,WinsBySubmission,WinsByDecision,Losses,HeightCms,ReachCms,AvgSigStrLanded,AvgTDLanded,AvgSigStrPct,AvgSubAtt,Stance,WeightLbs,Age,KoPct,SubPct,DecPct,AvgRounds,Elo,OpponentElo,SigStrAbsorbed,CurrentWinStreak,FinishL5,LossesByKO,LossesBySub,LossesByDec,WinPct,TotalRoundsFought
Caolan Loughran,1,0,0,1,1,167.64,172.72,5.64,2.0,0.43,0.0,Orthodox,135,28,0.0,0.0,1.0,3.0,1500.6471999915343,1495.8173543138423,5.6,1,0.0,0.0,0.0,1.0,0.5,6
Muhammad Mokaev,6,0,4,2,0,170.18,177.8,1.61,5.29,0.45,0.8,Orthodox,125,23,0.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,1573.641373982368,1510.4005620580472,1.19,6,3.0,0.0,0.0,0.0,1.0,16
Manel Kape,4,2,0,2,2,165.1,172.72,4.44,0.54,0.53,0.4,Southpaw,125,30,0.5,0.0,0.5,2.333333333333333,1544.8220806592603,1509.4695095604452,4.51,4,2.5,0.0,0.0,2.0,0.6666666666666666,14
Amanda Lemos,8,3,2,3,3,162.56,165.1,3.16,0.9,0.54,0.8,Southpaw,115,37,0.375,0.25,0.375,2.272727272727273,1574.2089836017096,1518.8942435613594,4.66,1,3.0,0.0,1.0,1.0,0.7272727272727273,25
Virna Jandiroba,6,1,2,3,3,160.02,162.56,2.12,2.29,0.38,1.7,Orthodox,115,36,0.1666666666666666,0.3333333333333333,0.5,2.555555555555556,1550.4431904329058,1527.8570465488865,3.03,3,2.0,0.0,0.0,2.0,0.6666666666666666,23
Steve Garcia,5,5,0,0,2,182.88,190.5,5.04,1.17,0.56,0.6,Southpaw,145,32,1.0,0.0,0.0,1.7142857142857142,1546.5731814177514,1506.794613319856,2.61,3,5.0,1.0,0.0,1.0,0.7142857142857143,12
SeungWoo Choi,4,1,0,3,5,182.88,187.96,3.51,0.86,0.39,0.0,Orthodox,145,31,0.25,0.0,0.75,2.4444444444444446,1507.1045733425278,1517.965844310991,3.02,1,1.6666666666666667,1.0,1.0,1.0,0.4444444444444444,22
Kurt Holobaugh,1,0,1,0,6,180.34,177.8,4.63,0.76,0.45,0.8,Orthodox,155,37,0.0,1.0,0.0,2.7142857142857144,1497.279780155576,1497.718088606997,4.44,0,5.0,0.0,0.0,1.0,0.1428571428571428,19
Kaynan Kruschewsky,1,0,1,0,1,182.88,185.42,5.67,2.74,0.5,2.1,Orthodox,155,33,0.0,1.0,0.0,1.0,1481.729015544704,1513.6955105762129,4.79,0,0.0,1.0,0.0,0.0,0.5,2
Bill Algeo,5,1,1,3,5,182.88,185.42,5.88,1.03,0.51,0.1,Switch,145,35,0.2,0.2,0.6,2.6,1515.2823564030934,1501.250208816638,4.41,0,2.0,1.0,0.0,3.0,0.5,26
JeongYeong Lee,4,1,1,2,0,177.8,185.42,2.84,0.93,0.52,0.5,Orthodox,145,28,0.25,0.25,0.5,2.0,1524.4458730317317,1504.8897663350515,1.84,4,0.0,0.0,0.0,0.0,1.0,8
Hyder Amil,2,1,0,1,0,175.26,177.8,6.31,0.64,0.57,1.9,Switch,145,34,0.5,0.0,0.5,2.5,1517.5100375473737,1490.4826059124143,1.47,2,5.0,0.0,0.0,0.0,1.0,5
Tracy Cortez,6,0,0,6,0,165.1,165.1,3.72,2.09,0.47,0.3,Orthodox,125,30,0.0,0.0,1.0,3.0,1554.3887769725338,1517.6980345700135,2.79,6,0.0,0.0,0.0,0.0,1.0,18
Santiago Ponzinibbio,11,6,0,5,6,182.88,185.42,4.74,0.59,0.41,0.0,Orthodox,170,37,0.5454545454545454,0.0,0.4545454545454545,2.411764705882353,1485.1845992433127,1525.6687967785892,4.67,0,2.5,2.0,0.0,2.0,0.6470588235294118,41
Muslim Salikhov,6,3,0,3,4,180.34,177.8,3.32,1.12,0.49,0.0,Orthodox,170,40,0.5,0.0,0.5,2.3,1517.4816607616533,1510.924542415755,2.91,0,2.0,2.0,0.0,1.0,0.6,23
Drew Dober,14,10,1,3,9,172.72,177.8,4.39,0.67,0.4,0.1,Southpaw,155,35,0.7142857142857143,0.0714285714285714,0.2142857142857142,2.0434782608695654,1546.8434508671512,1517.629186743103,4.46,0,5.0,1.0,1.0,2.0,0.6086956521739131,47
Jean Silva,3,2,0,1,0,170.18,175.26,5.37,0.81,0.52,0.0,Orthodox,145,27,0.6666666666666666,0.0,0.3333333333333333,2.0,1538.574220977625,1513.6554830129996,4.73,3,5.0,0.0,0.0,0.0,1.0,6
Gabriel Bonfim,3,0,3,0,1,185.42,182.88,5.78,2.92,0.42,1.9,Orthodox,170,26,0.0,1.0,0.0,1.25,1506.510138476865,1520.7667710275668,5.25,0,5.0,1.0,0.0,0.0,0.75,5
Ange Loosa,2,0,0,2,2,177.8,187.96,5.6,2.41,0.44,0.2,Orthodox,170,31,0.0,0.0,1.0,3.5,1513.3971394489224,1488.4635506440584,6.88,2,0.0,0.0,0.0,1.0,0.5,14
Julian Erosa,8,2,3,3,7,185.42,187.96,6.18,1.69,0.48,0.8,Southpaw,145,34,0.25,0.375,0.375,2.066666666666667,1519.8677143621712,1519.8102516722236,6.35,1,3.0,3.0,0.0,0.0,0.5333333333333333,31
Christian Rodriguez,5,0,1,4,1,170.18,180.34,3.65,1.07,0.47,1.1,Orthodox,145,26,0.0,0.2,0.8,2.6666666666666665,1540.3894723426663,1519.150379895627,2.46,4,1.25,0.0,0.0,1.0,0.8333333333333334,16
Montel Jackson,8,3,1,4,2,177.8,190.5,3.39,3.41,0.53,0.3,Southpaw,135,32,0.375,0.125,0.5,2.4,1554.0416958146589,1504.0826120161655,1.41,4,2.5,0.0,0.0,1.0,0.8,24
Da'Mon Blackshear,2,1,1,0,2,177.8,182.88,4.28,2.33,0.47,0.8,Switch,135,29,0.5,0.5,0.0,3.0,1504.2567996765406,1520.3052688124192,4.09,0,5.0,0.0,0.0,2.0,0.5,12
Mariya Agapova,2,0,2,0,4,167.64,172.72,4.43,0.55,0.54,0.8,Southpaw,125,27,0.0,1.0,0.0,2.1666666666666665,1478.712243787701,1503.823024770856,3.82,0,5.0,1.0,2.0,0.0,0.3333333333333333,13
Jiri Prochazka,4,3,1,0,1,190.5,203.2,5.38,0.72,0.55,0.2,Orthodox,205,31,0.75,0.25,0.0,2.6,1551.6903117612069,1540.8529173377192,5.17,1,5.0,1.0,0.0,0.0,0.8,13
Mayra Bueno Silva,6,0,5,1,3,167.64,167.64,4.01,0.64,0.59,1.5,Orthodox,135,32,0.0,0.8333333333333334,0.1666666666666666,2.7777777777777777,1510.2167371648009,1508.1925918828024,4.71,0,3.75,0.0,0.0,3.0,0.6666666666666666,25
Macy Chiasson,7,2,2,3,3,180.34,182.88,3.77,2.37,0.46,0.4,Orthodox,135,32,0.2857142857142857,0.2857142857142857,0.4285714285714285,2.3,1507.00176830235,1510.309962094132,2.61,1,1.25,1.0,1.0,1.0,0.7,23
Joe Pyfer,4,3,1,0,2,187.96,190.5,3.72,1.45,0.41,0.9,Orthodox,185,27,0.75,0.25,0.0,2.0,1531.519409955578,1502.8368647066875,2.34,0,5.0,0.0,0.0,1.0,0.6666666666666666,12
Cub Swanson,19,6,2,11,12,172.72,177.8,4.67,1.04,0.5,0.4,Orthodox,145,40,0.3157894736842105,0.1052631578947368,0.5789473684210527,2.548387096774193,1532.7491903799494,1522.7023356303532,3.84,1,2.5,2.0,0.0,0.0,0.6129032258064516,79
Andre Fili,11,4,0,7,10,180.34,187.96,3.88,2.15,0.37,0.2,Orthodox,145,34,0.3636363636363636,0.0,0.6363636363636364,2.4285714285714284,1490.0060332161952,1510.2727459596665,4.13,0,2.5,2.0,0.0,2.0,0.5238095238095238,51
Charles Jourdain,6,2,2,2,6,175.26,175.26,5.48,0.35,0.48,0.5,Switch,135,28,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.833333333333333,1513.0662706646815,1504.7526124324395,4.21,0,3.0,0.0,1.0,3.0,0.5,34
Ikram Aliskerov,3,2,1,0,0,182.88,193.04,7.03,1.82,0.6,1.8,Southpaw,185,31,0.6666666666666666,0.3333333333333333,0.0,1.0,1538.6756493469088,1508.22823650032,7.15,3,5.0,0.0,0.0,0.0,1.0,3
Sergei Pavlovich,6,6,0,0,2,190.5,213.36,5.86,0.0,0.44,0.0,Southpaw,257,32,1.0,0.0,0.0,1.0,1576.2837426439546,1542.954162779574,4.61,0,5.0,1.0,0.0,0.0,0.75,8
Kelvin Gastelum,12,3,2,7,9,175.26,180.34,3.74,1.1,0.42,0.1,Southpaw,170,32,0.25,0.1666666666666666,0.5833333333333334,3.0,1481.4742724860198,1520.4421423085096,3.23,0,0.0,0.0,2.0,2.0,0.5714285714285714,63
Johnny Walker,8,5,1,2,5,198.12,208.28,3.87,0.45,0.53,0.9,Orthodox,205,32,0.625,0.125,0.25,1.9230769230769231,1507.364620361324,1515.1569502021173,2.64,0,3.75,2.0,0.0,2.0,0.6153846153846154,25
Nasrat Haqparast,8,2,0,6,4,177.8,182.88,6.15,0.28,0.44,0.0,Southpaw,155,28,0.25,0.0,0.75,2.583333333333333,1559.9210632784866,1510.6410750204498,5.26,3,2.0,0.0,0.0,2.0,0.6666666666666666,31
Jared Gordon,8,2,0,6,5,175.26,172.72,5.75,1.78,0.55,0.0,Orthodox,155,35,0.25,0.0,0.75,2.5384615384615383,1555.592293224201,1519.0744696364648,3.4,1,1.0,0.0,1.0,1.0,0.6153846153846154,33
Rinat Fakhretdinov,3,0,1,2,0,182.88,187.96,4.78,3.95,0.52,0.2,Orthodox,170,32,0.0,0.3333333333333333,0.6666666666666666,3.333333333333333,1540.7915585384694,1514.345852220989,2.16,3,1.6666666666666667,0.0,0.0,0.0,1.0,10
Nicolas Dalby,7,1,0,6,3,180.34,187.96,4.06,1.01,0.43,0.1,Orthodox,170,39,0.1428571428571428,0.0,0.8571428571428571,3.3,1562.2296240734158,1517.7401354575404,3.43,4,1.0,0.0,1.0,1.0,0.7,33
Magomed Gadzhiyasulov,1,0,0,1,0,187.96,190.5,3.3,5.5,0.5,0.0,Orthodox,205,30,0.0,0.0,1.0,3.0,1500.0,1480.0,1.6,1,0.0,0.0,0.0,0.0,1.0,3
Alex Perez,8,3,3,2,4,167.64,165.1,4.19,2.04,0.46,0.8,Orthodox,125,32,0.375,0.375,0.25,1.6666666666666667,1505.1305258540754,1531.6306284106363,3.14,1,5.0,0.0,2.0,1.0,0.6666666666666666,20
Tatsuro Taira,5,1,2,2,0,170.18,177.8,2.99,2.73,0.6,1.6,Orthodox,125,24,0.2,0.4,0.4,2.2,1569.358811507027,1501.8714347091015,1.26,5,3.0,0.0,0.0,0.0,1.0,11
Douglas Silva de Andrade,7,2,1,4,5,170.18,172.72,3.54,0.55,0.38,0.2,Orthodox,135,38,0.2857142857142857,0.1428571428571428,0.5714285714285714,2.583333333333333,1519.193148952697,1516.005004693285,3.99,1,3.333333333333333,0.0,0.0,2.0,0.5833333333333334,31
Miles Johns,6,2,0,4,2,170.18,167.64,3.28,1.02,0.47,0.0,Orthodox,135,30,0.3333333333333333,0.0,0.6666666666666666,3.25,1543.5624438178004,1501.4079515396809,2.75,2,2.0,1.0,1.0,0.0,0.75,26
Brady Hiestand,2,1,0,1,1,172.72,180.34,2.7,4.8,0.5,1.1,Orthodox,135,25,0.5,0.0,0.5,3.0,1523.641016085547,1497.896608034238,3.65,2,2.5,0.0,0.0,1.0,0.6666666666666666,9
Garrett Armfield,2,1,0,1,1,167.64,177.8,5.59,0.0,0.55,0.4,Orthodox,135,27,0.5,0.0,0.5,2.0,1521.946131511319,1502.2664038364674,3.52,2,2.5,0.0,1.0,0.0,0.6666666666666666,6
Josh Quinlan,1,1,0,0,2,182.88,182.88,3.57,0.34,0.42,0.0,Orthodox,170,31,1.0,0.0,0.0,2.6666666666666665,1482.2727130322428,1489.8490523485732,5.97,0,5.0,1.0,0.0,1.0,0.3333333333333333,8
Adam Fugitt,1,1,0,0,2,185.42,195.58,4.72,2.04,0.45,0.0,Southpaw,170,35,1.0,0.0,0.0,2.0,1490.8130485526342,1508.5592203065896,5.13,0,5.0,1.0,1.0,0.0,0.3333333333333333,6
Jimmy Flick,3,0,3,0,2,170.18,172.72,1.94,1.55,0.5,4.3,Orthodox,125,33,0.0,1.0,0.0,1.8,1483.614668888537,1497.6819308012132,5.05,1,5.0,2.0,0.0,0.0,0.6,9
Nate Maness,4,2,1,1,2,177.8,182.88,3.14,0.68,0.5,0.7,Orthodox,125,32,0.5,0.25,0.25,2.0,1535.9560777967863,1504.445398756861,4.29,1,3.75,0.0,1.0,1.0,0.6666666666666666,12
Melquizael Costa,1,0,0,1,2,177.8,180.34,3.46,2.5,0.46,1.1,Southpaw,145,27,0.0,0.0,1.0,2.333333333333333,1485.0491165890548,1513.9159161869732,2.53,0,0.0,1.0,1.0,0.0,0.3333333333333333,7
Shayilan Nuerdanbieke,3,1,0,2,2,172.72,175.26,1.95,3.3,0.45,0.2,Orthodox,145,30,0.3333333333333333,0.0,0.6666666666666666,2.4,1511.4414523328085,1492.7255388434323,2.94,0,1.6666666666666667,1.0,0.0,1.0,0.6,12
Josefine Knutsson,3,0,0,3,0,160.02,152.4,4.87,2.0,0.51,0.0,Orthodox,115,28,0.0,0.0,1.0,3.0,1515.0,1500.0,1.33,3,0.0,0.0,0.0,0.0,1.0,9
Dustin Jacoby,8,4,0,4,5,190.5,193.04,5.5,0.36,0.47,0.0,Orthodox,205,36,0.5,0.0,0.5,2.6153846153846154,1567.6729101694193,1512.052074660478,4.02,0,3.0,0.0,0.0,3.0,0.6153846153846154,34
Raul Rosas Jr.,3,1,1,1,1,175.26,170.18,1.55,4.02,0.43,1.3,Switch,135,19,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1515.1066669585896,1489.064066234454,1.52,1,5.0,0.0,0.0,1.0,0.75,8
Ricky Turcios,2,0,0,2,2,175.26,180.34,4.63,0.89,0.37,0.5,Orthodox,135,31,0.0,0.0,1.0,3.0,1504.4426601042965,1499.0164432870977,3.7,1,0.0,0.0,0.0,1.0,0.5,12
Miguel Baeza,4,2,1,1,3,187.96,187.96,4.09,0.36,0.49,2.0,Orthodox,170,31,0.5,0.25,0.25,2.2857142857142856,1489.0658916427572,1494.004849394257,5.1,0,5.0,2.0,0.0,1.0,0.5714285714285714,16
Punahele Soriano,4,3,0,1,4,180.34,182.88,4.89,1.48,0.53,0.0,Southpaw,170,31,0.75,0.0,0.25,2.125,1482.6558121754888,1503.3570755193537,4.55,0,5.0,1.0,1.0,2.0,0.5,17
Edson Barboza,18,9,0,9,11,180.34,190.5,4.11,0.45,0.44,0.1,Orthodox,145,38,0.5,0.0,0.5,2.6206896551724137,1525.1787906151385,1530.2881816813488,4.34,2,2.5,1.0,0.0,3.0,0.6206896551724138,76
Khaos Williams,5,3,0,2,2,182.88,195.58,5.81,0.0,0.39,0.0,Orthodox,170,30,0.6,0.0,0.4,2.4285714285714284,1522.9828298343411,1519.6724950527716,5.33,1,1.6666666666666667,0.0,0.0,2.0,0.7142857142857143,17
Carlston Harris,4,1,2,1,1,182.88,193.04,3.18,1.97,0.49,0.8,Orthodox,170,36,0.25,0.5,0.25,1.8,1539.6058932271033,1518.7210790232984,2.44,2,3.75,1.0,0.0,0.0,0.8,9
Alex Caceres,16,2,4,10,12,177.8,185.42,4.21,0.54,0.49,0.7,Southpaw,145,35,0.125,0.25,0.625,2.642857142857143,1566.3953687176097,1524.9517864382049,2.93,0,3.0,0.0,0.0,2.0,0.5714285714285714,74
Sean Woodson,6,2,0,4,1,187.96,198.12,5.58,0.66,0.46,0.4,Orthodox,145,31,0.3333333333333333,0.0,0.6666666666666666,3.0,1553.0451938009485,1509.158638881093,4.0,4,1.0,0.0,1.0,0.0,0.8571428571428571,21
Terrance McKinney,5,3,2,0,4,177.8,185.42,4.53,3.45,0.5,1.0,Switch,155,29,0.6,0.4,0.0,1.3333333333333333,1527.878621327903,1499.9615884826712,2.51,2,5.0,2.0,1.0,0.0,0.5555555555555556,12
JJ Aldrich,9,1,0,8,5,165.1,170.18,3.88,0.66,0.46,0.0,Southpaw,125,31,0.1111111111111111,0.0,0.8888888888888888,2.7857142857142856,1552.4930657979448,1503.2468483472414,4.53,2,1.0,0.0,1.0,1.0,0.6428571428571429,39
Veronica Hardy,3,0,1,2,4,162.56,162.56,3.13,1.08,0.45,0.3,Southpaw,125,28,0.0,0.3333333333333333,0.6666666666666666,2.571428571428572,1525.8376917353291,1529.1643552659816,4.1,2,0.0,0.0,0.0,0.0,0.4285714285714285,18
Alexandre Pantoja,11,2,4,5,3,165.1,170.18,4.41,2.61,0.49,0.8,Orthodox,125,34,0.1818181818181818,0.3636363636363636,0.4545454545454545,2.642857142857143,1540.0852396077062,1521.3455128157566,3.81,5,2.0,0.0,0.0,2.0,0.7857142857142857,37
Vitor Petrino,5,2,1,2,0,187.96,195.58,2.82,3.98,0.45,0.8,Orthodox,205,26,0.4,0.2,0.4,2.6,1559.910026200953,1503.1815718798312,2.65,5,2.5,0.0,0.0,0.0,1.0,13
Jack Shore,6,0,3,3,1,172.72,180.34,3.75,3.1,0.58,0.7,Orthodox,145,29,0.0,0.5,0.5,2.571428571428572,1556.0595949772771,1504.7073233963722,2.2,1,2.0,0.0,1.0,0.0,0.8571428571428571,18
Karolina Kowalkiewicz,9,0,1,8,7,160.02,162.56,5.71,0.34,0.43,0.2,Orthodox,115,38,0.0,0.1111111111111111,0.8888888888888888,2.6875,1533.4841393943732,1502.4725824407174,5.55,4,1.25,0.0,1.0,0.0,0.5625,43
Joaquim Silva,6,3,0,3,4,172.72,175.26,3.66,0.39,0.43,0.8,Southpaw,155,35,0.5,0.0,0.5,2.4,1483.3996865729323,1515.147451627604,4.51,1,2.5,3.0,0.0,0.0,0.6,24
Drakkar Klose,8,2,0,6,2,175.26,177.8,4.37,1.58,0.55,0.0,Orthodox,155,36,0.25,0.0,0.75,2.6,1548.5330050388325,1500.81792391496,3.4,3,2.5,1.0,0.0,0.0,0.8,26
David Onama,3,2,1,0,2,180.34,187.96,5.04,0.67,0.48,0.5,Orthodox,145,29,0.6666666666666666,0.3333333333333333,0.0,2.2,1523.5123693956257,1504.8196481815396,5.48,1,5.0,0.0,0.0,1.0,0.6,11
Tim Means,15,6,2,7,12,187.96,190.5,5.04,1.14,0.49,0.2,Orthodox,170,40,0.4,0.1333333333333333,0.4666666666666667,2.3703703703703702,1515.749248925455,1513.49574798346,3.65,1,2.5,0.0,3.0,1.0,0.5555555555555556,64
Uros Medic,4,4,0,0,2,185.42,180.34,5.51,0.38,0.6,0.0,Southpaw,170,31,1.0,0.0,0.0,1.6666666666666667,1527.217024587846,1514.13579604729,3.18,0,5.0,0.0,1.0,0.0,0.6666666666666666,10
Rani Yahya,17,0,11,6,8,167.64,170.18,1.71,2.73,0.38,1.8,Orthodox,135,39,0.0,0.6470588235294118,0.3529411764705882,2.44,1507.4000742624191,1510.0539187367822,1.77,0,2.5,1.0,0.0,0.0,0.68,61
Victor Henry,2,0,0,2,1,170.18,172.72,8.34,0.0,0.54,0.5,Switch,135,36,0.0,0.0,1.0,3.6666666666666665,1508.0634326457152,1495.8780867814785,5.95,1,0.0,0.0,0.0,1.0,0.6666666666666666,11
Gabriel Benitez,7,3,2,2,7,172.72,180.34,5.26,0.22,0.41,0.9,Southpaw,155,35,0.4285714285714285,0.2857142857142857,0.2857142857142857,2.071428571428572,1461.6010311085113,1499.745649915898,4.05,0,5.0,3.0,1.0,1.0,0.5,29
Jamahal Hill,7,5,0,2,1,193.04,200.66,7.18,0.0,0.54,0.0,Southpaw,205,32,0.7142857142857143,0.0,0.2857142857142857,2.5,1584.386851823415,1517.5666005459857,3.35,4,4.0,1.0,0.0,0.0,0.875,20
Zhang Weili,8,2,2,4,2,162.56,160.02,5.66,2.51,0.53,0.5,Switch,115,34,0.25,0.25,0.5,2.8,1536.688353479296,1531.0202951425097,3.44,3,3.75,1.0,0.0,1.0,0.8,28
Justin Gaethje,8,6,0,2,4,180.34,177.8,6.78,0.11,0.59,0.0,Orthodox,155,35,0.75,0.0,0.25,2.333333333333333,1562.4750382114962,1533.4020756658529,7.5,2,4.0,0.0,2.0,0.0,0.6666666666666666,28
Arman Tsarukyan,8,4,0,4,2,170.18,182.88,3.79,3.25,0.48,0.0,Orthodox,155,27,0.5,0.0,0.5,2.7,1599.3728073013106,1525.792313610477,1.91,3,4.0,0.0,0.0,1.0,0.8,27
Cody Brundage,4,2,1,0,5,182.88,182.88,1.62,2.31,0.54,0.9,Orthodox,185,29,0.5,0.25,0.0,1.5555555555555556,1505.3812305879842,1505.8622598322888,2.51,2,5.0,1.0,1.0,2.0,0.4444444444444444,14
Calvin Kattar,7,4,0,3,5,180.34,182.88,4.76,0.39,0.39,0.1,Orthodox,145,36,0.5714285714285714,0.0,0.4285714285714285,3.1666666666666665,1508.4669198825284,1537.7257709218172,7.1,0,1.6666666666666667,1.0,0.0,2.0,0.5833333333333334,38
Sodiq Yusuff,7,2,1,4,2,175.26,180.34,5.66,0.28,0.49,0.4,Orthodox,145,30,0.2857142857142857,0.1428571428571428,0.5714285714285714,2.555555555555556,1518.0338201204058,1519.0164686447024,4.33,0,3.333333333333333,0.0,0.0,2.0,0.7777777777777778,23
Chris Curtis,6,4,0,2,2,177.8,190.5,5.76,0.0,0.51,0.0,Orthodox,185,36,0.6666666666666666,0.0,0.3333333333333333,2.75,1550.950783661985,1531.1600565368212,6.3,1,3.0,0.0,0.0,2.0,0.75,22
Christos Giagos,6,1,2,3,7,177.8,180.34,3.03,2.84,0.41,0.4,Orthodox,155,34,0.1666666666666666,0.3333333333333333,0.5,2.0,1490.6233483772985,1506.1741031038505,2.95,0,3.333333333333333,1.0,2.0,1.0,0.4615384615384615,26
Charlie Campbell,1,1,0,0,1,182.88,182.88,5.55,2.95,0.54,0.0,Orthodox,155,28,1.0,0.0,0.0,1.0,1520.0,1508.6288970696633,5.42,1,5.0,0.0,0.0,0.0,0.5,2
Court McGee,10,0,2,8,11,180.34,190.5,4.6,1.84,0.37,0.4,Orthodox,170,39,0.0,0.2,0.8,2.6666666666666665,1463.4918168483032,1504.700261335325,3.68,0,0.0,2.0,0.0,2.0,0.4761904761904761,56
Germaine de Randamie,9,4,1,4,3,175.26,180.34,2.57,0.0,0.46,0.4,Orthodox,135,39,0.4444444444444444,0.1111111111111111,0.4444444444444444,2.583333333333333,1513.039333326279,1534.118771519006,2.14,1,5.0,0.0,0.0,0.0,0.75,31
Pedro Falcao,1,1,0,0,0,167.64,167.64,2.9,2.07,0.48,0.0,Orthodox,135,31,1.0,0.0,0.0,3.0,1500.0,1500.0,0.57,1,0.0,0.0,0.0,0.0,1.0,3
Dan Argueta,1,0,0,1,1,170.18,172.72,2.18,4.45,0.45,1.6,Southpaw,135,30,0.0,0.0,1.0,5.0,1501.467914938501,1506.6291897224453,1.9,1,0.0,0.0,0.0,1.0,0.5,10
Manon Fiorot,6,2,0,4,0,170.18,165.1,6.26,1.17,0.41,0.0,Orthodox,125,34,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,1591.8539051917046,1521.9533105023363,3.31,6,1.0,0.0,0.0,0.0,1.0,16
Nursulton Ruziboev,1,1,0,0,0,195.58,193.04,2.5,0.77,0.43,0.0,Orthodox,170,30,1.0,0.0,0.0,1.0,1521.355484007268,1519.56424216414,2.34,1,5.0,0.0,0.0,0.0,1.0,1
Kyle Nelson,3,1,0,2,4,180.34,180.34,3.65,1.1,0.45,0.6,Switch,145,32,0.3333333333333333,0.0,0.6666666666666666,3.0,1514.0630902568869,1504.0307740988512,4.56,2,1.6666666666666667,1.0,0.0,1.0,0.4285714285714285,21
Jamall Emmers,3,1,0,2,4,177.8,187.96,5.3,1.83,0.48,0.2,Orthodox,145,34,0.3333333333333333,0.0,0.6666666666666666,2.2857142857142856,1518.2666666514735,1506.1344563235357,3.79,1,1.6666666666666667,0.0,1.0,2.0,0.4285714285714285,16
Julio Arce,6,3,1,2,4,170.18,177.8,4.36,0.46,0.36,0.3,Southpaw,145,34,0.5,0.1666666666666666,0.3333333333333333,2.7,1500.7830155308054,1504.62244362269,3.1,0,2.5,1.0,0.0,1.0,0.6,27
Connor Matthews,1,0,0,1,1,172.72,180.34,5.3,2.97,0.44,0.7,Switch,145,31,0.0,0.0,1.0,3.0,1500.0,1467.020823386308,5.57,1,0.0,0.0,0.0,0.0,0.5,6
Ibo Aslan,1,1,0,0,0,190.5,195.58,6.83,0.0,0.45,0.0,Orthodox,205,27,1.0,0.0,0.0,1.0,1500.0,1456.5556235722054,3.38,1,0.0,0.0,0.0,0.0,1.0,1
Anton Turkalj,1,0,0,1,3,193.04,198.12,2.45,4.98,0.42,0.0,Orthodox,205,27,0.0,0.0,1.0,2.0,1456.5556235722054,1512.190559419805,2.48,0,0.0,1.0,1.0,1.0,0.25,8
Amanda Ribas,7,1,2,4,3,160.02,167.64,4.63,2.07,0.4,0.7,Orthodox,125,30,0.1428571428571428,0.2857142857142857,0.5714285714285714,2.5,1548.2729772353307,1515.7423291050436,3.33,1,2.0,2.0,0.0,1.0,0.7,25
Karl Williams,3,0,0,3,0,190.5,200.66,2.68,4.2,0.48,0.2,Orthodox,235,34,0.0,0.0,1.0,3.0,1527.806136611999,1499.5517093128444,1.8,3,0.0,0.0,0.0,0.0,1.0,9
Justin Tafa,4,4,0,0,3,182.88,187.96,4.09,0.0,0.54,0.0,Southpaw,264,30,1.0,0.0,0.0,1.7142857142857142,1535.0808556960158,1498.0191053883254,5.93,3,5.0,1.0,0.0,2.0,0.5714285714285714,12
AJ Dobson,2,0,1,1,2,185.42,193.04,4.29,1.67,0.46,0.3,Orthodox,185,32,0.0,0.5,0.5,2.5,1485.5655394206233,1483.0497139521965,5.25,1,0.0,0.0,0.0,2.0,0.5,10
Payton Talbott,2,0,1,1,0,177.8,177.8,8.38,0.0,0.55,0.5,Switch,135,25,0.0,0.5,0.5,3.0,1511.9387542208049,1508.965322191376,3.12,2,5.0,0.0,0.0,0.0,1.0,6
Cameron Saaiman,4,3,0,1,1,172.72,170.18,5.32,0.91,0.46,0.7,Southpaw,135,23,0.75,0.0,0.25,2.6,1533.540880474313,1505.9873510740013,3.24,0,5.0,0.0,0.0,1.0,0.8,13
Billy Quarantillo,7,4,1,2,3,177.8,177.8,7.36,1.24,0.56,1.1,Orthodox,145,35,0.5714285714285714,0.1428571428571428,0.2857142857142857,2.6,1521.0722640489016,1499.704707755473,5.61,1,3.75,1.0,0.0,2.0,0.7,26
Youssef Zalal,3,0,0,3,3,177.8,182.88,2.87,2.33,0.49,1.4,Switch,145,27,0.0,0.0,1.0,3.5,1485.45108290267,1503.5120440081505,1.75,0,2.5,0.0,0.0,3.0,0.5,21
Fernando Padilla,1,1,0,0,1,185.42,193.04,6.48,0.0,0.42,0.8,Orthodox,145,27,1.0,0.0,0.0,2.0,1505.6606251622304,1509.096157421203,5.81,0,5.0,0.0,0.0,1.0,0.5,4
Luis Pajuelo,1,1,0,0,0,177.8,175.26,6.03,0.0,0.57,0.0,Orthodox,145,29,1.0,0.0,0.0,1.0,1500.0,1505.6606251622304,5.11,1,0.0,0.0,0.0,0.0,1.0,1
Trey Ogden,1,0,0,1,2,180.34,182.88,3.07,2.04,0.48,0.8,Orthodox,155,34,0.0,0.0,1.0,4.0,1491.5041674120905,1512.379268082469,4.02,0,0.0,0.0,0.0,2.0,0.3333333333333333,12
Cody Gibson,1,1,0,0,4,177.8,180.34,3.96,1.61,0.44,0.4,Orthodox,135,36,1.0,0.0,0.0,2.4,1484.3528000084657,1507.772527925158,4.73,0,0.0,0.0,0.0,1.0,0.2,12
